188,831	-10,8
189,284	-10,8
189,736	-10,8
190,189	-71,81
190,641	-89,89
191,093	-49,21
191,546	-78,59
191,998	11,8
192,45	-105,71
192,902	14,06
193,355	9,54
193,807	-19,84
194,259	20,84
194,711	108,97
195,163	57
195,615	47,96
196,067	75,08
196,519	102,19
196,971	111,23
197,423	90,9
197,875	106,71
198,327	97,67
198,779	145,13
199,231	206,15
199,682	208,41
200,134	212,93
200,586	314,62
201,038	303,32
201,489	296,54
201,941	282,98
202,393	393,71
202,844	282,98
203,296	287,5
203,747	285,24
204,199	359,81
204,65	321,4
205,102	400,49
205,553	346,26
206,004	323,66
206,456	391,45
206,907	337,22
207,358	350,78
207,809	330,44
208,261	310,1
208,712	332,7
209,163	312,36
209,614	296,54
210,065	368,85
210,516	393,71
210,967	357,55
211,418	371,11
211,869	429,87
212,32	409,53
212,771	420,83
213,222	355,3
213,673	339,48
214,124	319,14
214,575	328,18
215,025	321,4
215,476	341,74
215,927	362,07
216,377	359,81
216,828	402,75
217,279	314,62
217,729	298,8
218,18	364,33
218,63	325,92
219,081	364,33
219,531	377,89
219,982	312,36
220,432	371,11
220,882	328,18
221,333	264,9
221,783	296,54
222,233	348,52
222,684	296,54
223,134	251,34
223,584	346,26
224,034	287,5
224,484	303,32
224,934	278,46
225,384	330,44
225,834	350,78
226,284	364,33
226,734	325,92
227,184	307,84
227,634	328,18
228,084	393,71
228,534	273,94
228,984	339,48
229,433	307,84
229,883	323,66
230,333	359,81
230,783	323,66
231,232	301,06
231,682	341,74
232,131	344
232,581	278,46
233,03	292,02
233,48	305,58
233,929	312,36
234,379	251,34
234,828	346,26
235,278	310,1
235,727	334,96
236,176	344
236,625	296,54
237,075	282,98
237,524	258,12
237,973	332,7
238,422	334,96
238,871	341,74
239,32	364,33
239,769	316,88
240,218	321,4
240,667	319,14
241,116	337,22
241,565	258,12
242,014	273,94
242,463	251,34
242,912	253,6
243,361	319,14
243,809	312,36
244,258	348,52
244,707	355,3
245,156	359,81
245,604	330,44
246,053	319,14
246,501	289,76
246,95	273,94
247,398	321,4
247,847	353,04
248,295	319,14
248,744	321,4
249,192	319,14
249,64	316,88
250,089	307,84
250,537	377,89
250,985	386,93
251,433	285,24
251,882	328,18
252,33	323,66
252,778	276,2
253,226	355,3
253,674	344
254,122	249,08
254,57	355,3
255,018	321,4
255,466	287,5
255,914	280,72
256,362	226,48
256,81	249,08
257,257	371,11
257,705	323,66
258,153	325,92
258,601	337,22
259,048	294,28
259,496	334,96
259,943	366,59
260,391	344
260,838	294,28
261,286	253,6
261,733	314,62
262,181	341,74
262,628	330,44
263,076	325,92
263,523	373,37
263,97	357,55
264,418	359,81
264,865	332,7
265,312	409,53
265,759	310,1
266,206	362,07
266,653	269,42
267,101	264,9
267,548	344
267,995	298,8
268,442	337,22
268,888	362,07
269,335	368,85
269,782	355,3
270,229	285,24
270,676	355,3
271,123	296,54
271,569	341,74
272,016	310,1
272,463	380,15
272,909	341,74
273,356	375,63
273,803	287,5
274,249	323,66
274,696	346,26
275,142	323,66
275,589	246,82
276,035	321,4
276,481	332,7
276,928	332,7
277,374	364,33
277,82	314,62
278,267	258,12
278,713	310,1
279,159	353,04
279,605	319,14
280,051	380,15
280,497	319,14
280,943	350,78
281,389	287,5
281,835	357,55
282,281	332,7
282,727	334,96
283,173	305,58
283,619	305,58
284,065	355,3
284,51	373,37
284,956	273,94
285,402	371,11
285,848	339,48
286,293	371,11
286,739	294,28
287,184	328,18
287,63	348,52
288,075	357,55
288,521	319,14
288,966	314,62
289,412	321,4
289,857	334,96
290,302	341,74
290,748	346,26
291,193	353,04
291,638	321,4
292,083	364,33
292,529	405,01
292,974	262,64
293,419	350,78
293,864	319,14
294,309	296,54
294,754	348,52
295,199	373,37
295,644	368,85
296,089	282,98
296,533	325,92
296,978	296,54
297,423	312,36
297,868	362,07
298,313	271,68
298,757	282,98
299,202	280,72
299,647	371,11
300,091	389,19
300,536	296,54
300,98	380,15
301,425	316,88
301,869	332,7
302,313	359,81
302,758	337,22
303,202	321,4
303,646	280,72
304,091	348,52
304,535	384,67
304,979	307,84
305,423	328,18
305,867	373,37
306,312	321,4
306,756	310,1
307,2	332,7
307,644	323,66
308,088	348,52
308,532	278,46
308,975	303,32
309,419	375,63
309,863	334,96
310,307	319,14
310,751	314,62
311,194	389,19
311,638	294,28
312,082	384,67
312,525	330,44
312,969	386,93
313,412	371,11
313,856	314,62
314,299	330,44
314,743	325,92
315,186	350,78
315,629	319,14
316,073	276,2
316,516	292,02
316,959	251,34
317,403	316,88
317,846	314,62
318,289	292,02
318,732	382,41
319,175	346,26
319,618	371,11
320,061	337,22
320,504	380,15
320,947	344
321,39	373,37
321,833	405,01
322,276	380,15
322,718	344
323,161	355,3
323,604	287,5
324,047	330,44
324,489	375,63
324,932	346,26
325,374	362,07
325,817	328,18
326,26	310,1
326,702	332,7
327,144	305,58
327,587	280,72
328,029	353,04
328,472	301,06
328,914	307,84
329,356	375,63
329,798	384,67
330,24	337,22
330,683	348,52
331,125	346,26
331,567	395,97
332,009	371,11
332,451	371,11
332,893	321,4
333,335	328,18
333,777	282,98
334,219	341,74
334,66	334,96
335,102	357,55
335,544	328,18
335,986	321,4
336,427	298,8
336,869	375,63
337,311	330,44
337,752	355,3
338,194	382,41
338,635	375,63
339,077	298,8
339,518	321,4
339,96	355,3
340,401	328,18
340,842	380,15
341,283	393,71
341,725	355,3
342,166	353,04
342,607	375,63
343,048	337,22
343,489	337,22
343,93	285,24
344,371	330,44
344,812	264,9
345,253	316,88
345,694	380,15
346,135	337,22
346,576	355,3
347,017	359,81
347,458	339,48
347,898	395,97
348,339	312,36
348,78	303,32
349,22	373,37
349,661	362,07
350,102	348,52
350,542	334,96
350,983	355,3
351,423	280,72
351,863	373,37
352,304	346,26
352,744	305,58
353,184	344
353,625	294,28
354,065	332,7
354,505	371,11
354,945	339,48
355,385	395,97
355,825	332,7
356,265	386,93
356,705	395,97
357,145	398,23
357,585	328,18
358,025	395,97
358,465	337,22
358,905	364,33
359,345	332,7
359,784	382,41
360,224	346,26
360,664	384,67
361,103	427,61
361,543	362,07
361,983	411,79
362,422	380,15
362,862	441,17
363,301	366,59
363,74	393,71
364,18	461,51
364,619	423,09
365,058	441,17
365,498	380,15
365,937	398,23
366,376	334,96
366,815	479,59
367,254	436,65
367,693	479,59
368,132	456,99
368,571	438,91
369,01	468,29
369,449	434,39
369,888	425,35
370,327	549,64
370,766	588,06
371,205	438,91
371,643	495,4
372,082	459,25
372,521	490,88
372,959	488,62
373,398	484,11
373,836	588,06
374,275	502,18
374,713	527,04
375,152	549,64
375,59	572,24
376,028	615,18
376,467	635,51
376,905	630,99
377,343	626,47
377,782	680,71
378,22	637,77
378,658	660,37
379,096	707,83
379,534	676,19
379,972	612,92
380,41	694,27
380,848	687,49
381,286	694,27
381,724	664,89
382,161	725,91
382,599	757,54
383,037	805
383,475	764,32
383,912	802,74
384,35	777,88
384,787	834,38
385,225	780,14
385,663	838,9
386,1	881,83
386,537	886,35
386,975	850,2
387,412	897,65
387,85	911,21
388,287	951,89
388,724	908,95
389,161	1015,16
389,598	967,71
390,036	922,51
390,473	1012,9
390,91	951,89
391,347	1015,16
391,784	1035,5
392,221	1051,32
392,657	1062,62
393,094	1080,7
393,531	1076,18
393,968	1035,5
394,405	1227,59
394,841	1132,68
395,278	1148,49
395,715	1141,72
396,151	1229,85
396,588	1193,69
397,024	1223,07
397,461	1704,41
397,897	1342,84
398,334	1277,3
398,77	1277,3
399,206	1379
399,642	1333,8
400,079	1327,02
400,515	1311,2
400,951	1345,1
401,387	1336,06
401,823	1401,6
402,259	1383,52
402,695	1426,45
403,131	1478,43
403,567	1514,59
404,003	1449,05
404,439	1553
404,875	1541,7
405,31	1485,21
