188,831	12,18
189,284	12,18
189,736	12,18
190,189	-78,22
190,641	-42,06
191,093	-26,24
191,546	-51,1
191,998	-75,96
192,45	0,88
192,902	-69,18
193,355	-71,44
193,807	-14,94
194,259	-39,8
194,711	61,89
195,163	41,56
195,615	102,57
196,067	104,83
196,519	120,65
196,971	89,01
197,423	127,43
197,875	177,15
198,327	190,7
198,779	159,07
199,231	125,17
199,682	215,56
200,134	215,56
200,586	265,28
201,038	296,92
201,489	140,99
201,941	253,98
202,393	233,64
202,844	215,56
203,296	299,18
203,747	278,84
204,199	305,96
204,65	278,84
205,102	305,96
205,553	333,07
206,004	281,1
206,456	303,7
206,907	299,18
207,358	339,85
207,809	265,28
208,261	265,28
208,712	281,1
209,163	342,11
209,614	324,03
210,065	305,96
210,516	371,49
210,967	335,33
211,418	283,36
211,869	333,07
212,32	287,88
212,771	240,42
213,222	308,22
213,673	362,45
214,124	362,45
214,575	283,36
215,025	258,5
215,476	296,92
215,927	290,14
216,377	337,59
216,828	276,58
217,279	290,14
217,729	244,94
218,18	215,56
218,63	251,72
219,081	319,51
219,531	328,55
219,982	170,37
220,432	265,28
220,882	256,24
221,333	276,58
221,783	287,88
222,233	305,96
222,684	253,98
223,134	294,66
223,584	287,88
224,034	238,16
224,484	244,94
224,934	235,9
225,384	292,4
225,834	310,48
226,284	285,62
226,734	253,98
227,184	274,32
227,634	312,74
228,084	235,9
228,534	213,3
228,984	278,84
229,433	278,84
229,883	265,28
230,333	362,45
230,783	226,86
231,232	290,14
231,682	253,98
232,131	294,66
232,581	276,58
233,03	305,96
233,48	256,24
233,929	337,59
234,379	265,28
234,828	220,08
235,278	285,62
235,727	256,24
236,176	260,76
236,625	265,28
237,075	260,76
237,524	244,94
237,973	278,84
238,422	272,06
238,871	251,72
239,32	287,88
239,769	258,5
240,218	265,28
240,667	278,84
241,116	314,99
241,565	281,1
242,014	251,72
242,463	303,7
242,912	317,25
243,361	326,29
243,809	299,18
244,258	260,76
244,707	278,84
245,156	321,77
245,604	292,4
246,053	299,18
246,501	292,4
246,95	310,48
247,398	281,1
247,847	231,38
248,295	292,4
248,744	290,14
249,192	265,28
249,64	253,98
250,089	301,44
250,537	319,51
250,985	229,12
251,433	305,96
251,882	213,3
252,33	330,81
252,778	267,54
253,226	294,66
253,674	283,36
254,122	296,92
254,57	253,98
255,018	222,34
255,466	274,32
255,914	272,06
256,362	330,81
256,81	256,24
257,257	285,62
257,705	247,2
258,153	281,1
258,601	319,51
259,048	324,03
259,496	247,2
259,943	276,58
260,391	292,4
260,838	319,51
261,286	256,24
261,733	253,98
262,181	265,28
262,628	238,16
263,076	324,03
263,523	285,62
263,97	301,44
264,418	263,02
264,865	296,92
265,312	285,62
265,759	283,36
266,206	278,84
266,653	260,76
267,101	283,36
267,548	276,58
267,995	256,24
268,442	335,33
268,888	312,74
269,335	317,25
269,782	249,46
270,229	272,06
270,676	215,56
271,123	267,54
271,569	330,81
272,016	310,48
272,463	269,8
272,909	238,16
273,356	287,88
273,803	290,14
274,249	258,5
274,696	310,48
275,142	283,36
275,589	360,19
276,035	222,34
276,481	276,58
276,928	283,36
277,374	326,29
277,82	326,29
278,267	294,66
278,713	290,14
279,159	324,03
279,605	294,66
280,051	287,88
280,497	305,96
280,943	346,63
281,389	314,99
281,835	310,48
282,281	328,55
282,727	305,96
283,173	308,22
283,619	253,98
284,065	238,16
284,51	287,88
284,956	285,62
285,402	267,54
285,848	285,62
286,293	274,32
286,739	296,92
287,184	265,28
